image_path,mask_path,has_solar,dataset,split,quality
data/raw\dataset1\train\z18_x182386_y107008_png.rf.dd09d57b39ae424bc63b19f1dfb67e0c.jpg,data/processed\masks\dataset1_train_z18_x182386_y107008_png.rf.dd09d57b39ae424bc63b19f1dfb67e0c.png,0,dataset1,train,high
data/raw\dataset1\train\z18_183189_104902_png.rf.eed02ee2c009d55d44bafa468c5b18fd.jpg,data/processed\masks\dataset1_train_z18_183189_104902_png.rf.eed02ee2c009d55d44bafa468c5b18fd.png,1,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183190_y104709_jpg.rf.518073deffb47a3e39fb6f31fba249e6.jpg,data/processed\masks\dataset1_train_tile_z18_x183190_y104709_jpg.rf.518073deffb47a3e39fb6f31fba249e6.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183244_103841_png.rf.ff28d530b3cffe05e4a85e9e7657f21a.jpg,data/processed\masks\dataset1_train_z18_183244_103841_png.rf.ff28d530b3cffe05e4a85e9e7657f21a.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183509_104627_png.rf.c2fa76ec7439de8b93b2f9f04cb60462.jpg,data/processed\masks\dataset1_train_z18_183509_104627_png.rf.c2fa76ec7439de8b93b2f9f04cb60462.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x182326_y106947_png.rf.33b3e0da539396d382c7953868da78bf.jpg,data/processed\masks\dataset1_train_z18_x182326_y106947_png.rf.33b3e0da539396d382c7953868da78bf.png,0,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183205_y104707_jpg.rf.9fc60e3fe9db79f565f0dd02e2fce6a9.jpg,data/processed\masks\dataset1_train_tile_z18_x183205_y104707_jpg.rf.9fc60e3fe9db79f565f0dd02e2fce6a9.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x184299_y103553_png.rf.8490443888e0a0844e3d3c9c4bb9939b.jpg,data/processed\masks\dataset1_train_z18_x184299_y103553_png.rf.8490443888e0a0844e3d3c9c4bb9939b.png,0,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183196_y104697_jpg.rf.3c7089a0f52c613401eefce0800fca80.jpg,data/processed\masks\dataset1_train_tile_z18_x183196_y104697_jpg.rf.3c7089a0f52c613401eefce0800fca80.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x182367_y106924_png.rf.f21d782b210061ab8ae785990e2f8dfe.jpg,data/processed\masks\dataset1_train_z18_x182367_y106924_png.rf.f21d782b210061ab8ae785990e2f8dfe.png,0,dataset1,train,high
data/raw\dataset1\train\z18_x182345_y106967_png.rf.551e22728caebee9e508456e54152efd.jpg,data/processed\masks\dataset1_train_z18_x182345_y106967_png.rf.551e22728caebee9e508456e54152efd.png,0,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183129_y104727_jpg.rf.ef18535b61499657dfb2497a623c32a2.jpg,data/processed\masks\dataset1_train_tile_z18_x183129_y104727_jpg.rf.ef18535b61499657dfb2497a623c32a2.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183511_104628_png.rf.f0bce781024f752d5973e6475c1399bc.jpg,data/processed\masks\dataset1_train_z18_183511_104628_png.rf.f0bce781024f752d5973e6475c1399bc.png,1,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183189_y104713_jpg.rf.c195404adf67688edc776910a9cf7998.jpg,data/processed\masks\dataset1_train_tile_z18_x183189_y104713_jpg.rf.c195404adf67688edc776910a9cf7998.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x182383_y107012_png.rf.d2958c879b5f36dda3103823a6937c67.jpg,data/processed\masks\dataset1_train_z18_x182383_y107012_png.rf.d2958c879b5f36dda3103823a6937c67.png,0,dataset1,train,high
data/raw\dataset1\train\z18_183273_103832_png.rf.aed29bc1dcac6b1da91f1e6293dc802f.jpg,data/processed\masks\dataset1_train_z18_183273_103832_png.rf.aed29bc1dcac6b1da91f1e6293dc802f.png,0,dataset1,train,high
data/raw\dataset1\train\z18_184529_104415_png.rf.282ff21181a133aac642bc06af8ee11d.jpg,data/processed\masks\dataset1_train_z18_184529_104415_png.rf.282ff21181a133aac642bc06af8ee11d.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183261_103854_png.rf.f2fb46322a232cf8dcc93d14c0459210.jpg,data/processed\masks\dataset1_train_z18_183261_103854_png.rf.f2fb46322a232cf8dcc93d14c0459210.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x182306_y106963_png.rf.2af2784f59b1236761b893440be7c421.jpg,data/processed\masks\dataset1_train_z18_x182306_y106963_png.rf.2af2784f59b1236761b893440be7c421.png,0,dataset1,train,high
data/raw\dataset1\train\z18_x183085_y104739_png.rf.8e1a85b9e93a4d8457529bbc019f57c9.jpg,data/processed\masks\dataset1_train_z18_x183085_y104739_png.rf.8e1a85b9e93a4d8457529bbc019f57c9.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x182396_y106948_png.rf.e22706207c97331840d815524deb5855.jpg,data/processed\masks\dataset1_train_z18_x182396_y106948_png.rf.e22706207c97331840d815524deb5855.png,0,dataset1,train,high
data/raw\dataset1\train\z18_183493_104672_png.rf.978294233e694e85ddc1841a709073a8.jpg,data/processed\masks\dataset1_train_z18_183493_104672_png.rf.978294233e694e85ddc1841a709073a8.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x183090_y104727_png.rf.ba468e2d82bdd90044809de4a9768220.jpg,data/processed\masks\dataset1_train_z18_x183090_y104727_png.rf.ba468e2d82bdd90044809de4a9768220.png,0,dataset1,train,high
data/raw\dataset1\train\z18_183264_103856_png.rf.66c4fe100d91fde1284455c9c4e31b2e.jpg,data/processed\masks\dataset1_train_z18_183264_103856_png.rf.66c4fe100d91fde1284455c9c4e31b2e.png,1,dataset1,train,high
data/raw\dataset1\train\z18_184401_104570_png.rf.7cc043048596367f57a5ae61e5fc52ea.jpg,data/processed\masks\dataset1_train_z18_184401_104570_png.rf.7cc043048596367f57a5ae61e5fc52ea.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183584_104458_png.rf.67120fa85b46e2baef10be77df97576f.jpg,data/processed\masks\dataset1_train_z18_183584_104458_png.rf.67120fa85b46e2baef10be77df97576f.png,0,dataset1,train,high
data/raw\dataset1\train\z18_x182343_y106970_png.rf.a242d7cc2c22aa23358a0ba2c42653be.jpg,data/processed\masks\dataset1_train_z18_x182343_y106970_png.rf.a242d7cc2c22aa23358a0ba2c42653be.png,0,dataset1,train,high
data/raw\dataset1\train\z18_x182363_y106924_png.rf.7d7b31978126e9f7ee7db1a86cdca429.jpg,data/processed\masks\dataset1_train_z18_x182363_y106924_png.rf.7d7b31978126e9f7ee7db1a86cdca429.png,0,dataset1,train,high
data/raw\dataset1\train\z18_183499_104643_png.rf.b1feba097c496d6f39f029238b742759.jpg,data/processed\masks\dataset1_train_z18_183499_104643_png.rf.b1feba097c496d6f39f029238b742759.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x184293_y103559_png.rf.817c27d208d35b5435b88352cc670e41.jpg,data/processed\masks\dataset1_train_z18_x184293_y103559_png.rf.817c27d208d35b5435b88352cc670e41.png,0,dataset1,train,high
data/raw\dataset1\train\z18_x182340_y106930_png.rf.904708850ca983699a80fd51cc643991.jpg,data/processed\masks\dataset1_train_z18_x182340_y106930_png.rf.904708850ca983699a80fd51cc643991.png,0,dataset1,train,high
data/raw\dataset1\train\z18_183519_104644_png.rf.0455b69619c3d63d35094da651060fed.jpg,data/processed\masks\dataset1_train_z18_183519_104644_png.rf.0455b69619c3d63d35094da651060fed.png,1,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183180_y104715_jpg.rf.31d95474663d9e482a2a0fb6b769dfe1.jpg,data/processed\masks\dataset1_train_tile_z18_x183180_y104715_jpg.rf.31d95474663d9e482a2a0fb6b769dfe1.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x182337_y106972_png.rf.9abdbbfefd20d9cc1f888d721feefa8b.jpg,data/processed\masks\dataset1_train_z18_x182337_y106972_png.rf.9abdbbfefd20d9cc1f888d721feefa8b.png,0,dataset1,train,high
data/raw\dataset1\train\z18_x183083_y104732_png.rf.a32b3c0e4de8ce5215b90ba337275318.jpg,data/processed\masks\dataset1_train_z18_x183083_y104732_png.rf.a32b3c0e4de8ce5215b90ba337275318.png,0,dataset1,train,high
data/raw\dataset1\train\z18_183267_103857_png.rf.c10c50281b7e5c1580791d8b6fd1a195.jpg,data/processed\masks\dataset1_train_z18_183267_103857_png.rf.c10c50281b7e5c1580791d8b6fd1a195.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x182384_y107048_png.rf.33e6ffcb8e9cb64a48c9caa8161e5e88.jpg,data/processed\masks\dataset1_train_z18_x182384_y107048_png.rf.33e6ffcb8e9cb64a48c9caa8161e5e88.png,0,dataset1,train,high
data/raw\dataset1\train\z18_x183088_y104740_png.rf.9e8d160099ebe8b12eca88bff8f3c28c.jpg,data/processed\masks\dataset1_train_z18_x183088_y104740_png.rf.9e8d160099ebe8b12eca88bff8f3c28c.png,1,dataset1,train,high
data/raw\dataset1\train\z18_184813_103910_png.rf.d7c1367318ec06d94a4f1c954039f7a5.jpg,data/processed\masks\dataset1_train_z18_184813_103910_png.rf.d7c1367318ec06d94a4f1c954039f7a5.png,0,dataset1,train,high
data/raw\dataset1\train\z18_x182338_y107021_png.rf.daa6f2d4b21553ea5245e044557fcf48.jpg,data/processed\masks\dataset1_train_z18_x182338_y107021_png.rf.daa6f2d4b21553ea5245e044557fcf48.png,0,dataset1,train,high
data/raw\dataset1\train\z18_183499_104651_png.rf.c76cd07734df81b1a8297861963c9286.jpg,data/processed\masks\dataset1_train_z18_183499_104651_png.rf.c76cd07734df81b1a8297861963c9286.png,0,dataset1,train,high
data/raw\dataset1\train\z18_x183084_y104733_png.rf.768cc772a90135fd9ce3957078ed24ef.jpg,data/processed\masks\dataset1_train_z18_x183084_y104733_png.rf.768cc772a90135fd9ce3957078ed24ef.png,1,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183135_y104718_jpg.rf.380d23697b434699ba08215df8d820d9.jpg,data/processed\masks\dataset1_train_tile_z18_x183135_y104718_jpg.rf.380d23697b434699ba08215df8d820d9.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183492_104644_png.rf.a550b3dba3d4bb82d23472f48c9699af.jpg,data/processed\masks\dataset1_train_z18_183492_104644_png.rf.a550b3dba3d4bb82d23472f48c9699af.png,1,dataset1,train,high
data/raw\dataset1\train\z18_184415_104348_png.rf.64f4e637ad658f00561644c4ada56361.jpg,data/processed\masks\dataset1_train_z18_184415_104348_png.rf.64f4e637ad658f00561644c4ada56361.png,1,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183195_y104700_jpg.rf.95bbb16857d7f8ddeba6e71b8fe3bd93.jpg,data/processed\masks\dataset1_train_tile_z18_x183195_y104700_jpg.rf.95bbb16857d7f8ddeba6e71b8fe3bd93.png,1,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183190_y104708_jpg.rf.993f58108550a8ac7cf466225e44b17a.jpg,data/processed\masks\dataset1_train_tile_z18_x183190_y104708_jpg.rf.993f58108550a8ac7cf466225e44b17a.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183259_103861_png.rf.6560d77a9a466ee897f782e724a42179.jpg,data/processed\masks\dataset1_train_z18_183259_103861_png.rf.6560d77a9a466ee897f782e724a42179.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x182313_y106944_png.rf.66baf8daa2233bddff5246e3f11072df.jpg,data/processed\masks\dataset1_train_z18_x182313_y106944_png.rf.66baf8daa2233bddff5246e3f11072df.png,0,dataset1,train,high
data/raw\dataset1\train\z18_183514_104621_png.rf.d4cc9911c1bf0548bfd976f8022c8c12.jpg,data/processed\masks\dataset1_train_z18_183514_104621_png.rf.d4cc9911c1bf0548bfd976f8022c8c12.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x184314_y103561_png.rf.22294a996408ba2f92d1aa4d03ddcb54.jpg,data/processed\masks\dataset1_train_z18_x184314_y103561_png.rf.22294a996408ba2f92d1aa4d03ddcb54.png,0,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183121_y104722_jpg.rf.de529ddc5abe93d22afb47edc881aeb6.jpg,data/processed\masks\dataset1_train_tile_z18_x183121_y104722_jpg.rf.de529ddc5abe93d22afb47edc881aeb6.png,1,dataset1,train,high
data/raw\dataset1\train\z18_184552_104446_png.rf.94248867c603fbe49a33f1e09fe1bf0c.jpg,data/processed\masks\dataset1_train_z18_184552_104446_png.rf.94248867c603fbe49a33f1e09fe1bf0c.png,1,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183199_y104700_jpg.rf.280fe9b77392e8ccf31149de158c1113.jpg,data/processed\masks\dataset1_train_tile_z18_x183199_y104700_jpg.rf.280fe9b77392e8ccf31149de158c1113.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x184302_y103567_png.rf.714aedaa1697fb52993f08391145d570.jpg,data/processed\masks\dataset1_train_z18_x184302_y103567_png.rf.714aedaa1697fb52993f08391145d570.png,0,dataset1,train,high
data/raw\dataset1\train\z18_x184324_y103556_png.rf.5794db802696d406adc9a4a00577ee8e.jpg,data/processed\masks\dataset1_train_z18_x184324_y103556_png.rf.5794db802696d406adc9a4a00577ee8e.png,0,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183193_y104719_jpg.rf.dccf8a7e7f0506f587fb1b0f828c9a2c.jpg,data/processed\masks\dataset1_train_tile_z18_x183193_y104719_jpg.rf.dccf8a7e7f0506f587fb1b0f828c9a2c.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x184304_y103566_png.rf.0365bc8a4ab4f87a4a50ac5a43c36016.jpg,data/processed\masks\dataset1_train_z18_x184304_y103566_png.rf.0365bc8a4ab4f87a4a50ac5a43c36016.png,0,dataset1,train,high
data/raw\dataset1\train\z18_183257_103841_png.rf.0624d35ccfdcf4b1606b7aa041d3c6aa.jpg,data/processed\masks\dataset1_train_z18_183257_103841_png.rf.0624d35ccfdcf4b1606b7aa041d3c6aa.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x184307_y103562_png.rf.65ad450bcd1eb51b74f1079ffee5e84b.jpg,data/processed\masks\dataset1_train_z18_x184307_y103562_png.rf.65ad450bcd1eb51b74f1079ffee5e84b.png,0,dataset1,train,high
data/raw\dataset1\train\z18_x182350_y106991_png.rf.8562fb10bb247fd17f8edda1fafffdf9.jpg,data/processed\masks\dataset1_train_z18_x182350_y106991_png.rf.8562fb10bb247fd17f8edda1fafffdf9.png,0,dataset1,train,high
data/raw\dataset1\train\z18_184401_104567_png.rf.ccd61241763054cbe6a6c1a31f45c382.jpg,data/processed\masks\dataset1_train_z18_184401_104567_png.rf.ccd61241763054cbe6a6c1a31f45c382.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x184298_y103566_png.rf.e7cad7ef3b79a02ada17ab0e8e508c07.jpg,data/processed\masks\dataset1_train_z18_x184298_y103566_png.rf.e7cad7ef3b79a02ada17ab0e8e508c07.png,0,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183213_y104714_jpg.rf.0717d4ad0dac63d1d7094e911dd7e591.jpg,data/processed\masks\dataset1_train_tile_z18_x183213_y104714_jpg.rf.0717d4ad0dac63d1d7094e911dd7e591.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x184327_y103560_png.rf.4f29ac8c880d3f4e64e1ba762c0e046f.jpg,data/processed\masks\dataset1_train_z18_x184327_y103560_png.rf.4f29ac8c880d3f4e64e1ba762c0e046f.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183517_104643_png.rf.9c6eaea1de6ab5d2461ed9e61aaae54c.jpg,data/processed\masks\dataset1_train_z18_183517_104643_png.rf.9c6eaea1de6ab5d2461ed9e61aaae54c.png,1,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183137_y104721_jpg.rf.aa24ebaa7c0eb5cde7d08d10330c96c4.jpg,data/processed\masks\dataset1_train_tile_z18_x183137_y104721_jpg.rf.aa24ebaa7c0eb5cde7d08d10330c96c4.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x183089_y104725_png.rf.b05d3cf3d7ad5721de3da2fcee66af73.jpg,data/processed\masks\dataset1_train_z18_x183089_y104725_png.rf.b05d3cf3d7ad5721de3da2fcee66af73.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183247_103859_png.rf.040677b866e4dc9cf3ac4f3911f76949.jpg,data/processed\masks\dataset1_train_z18_183247_103859_png.rf.040677b866e4dc9cf3ac4f3911f76949.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x184296_y103560_png.rf.4e409f2eb1d49520e02de74ba457cb58.jpg,data/processed\masks\dataset1_train_z18_x184296_y103560_png.rf.4e409f2eb1d49520e02de74ba457cb58.png,0,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183137_y104723_jpg.rf.a72785cca87eb47b3df6466931252b4c.jpg,data/processed\masks\dataset1_train_tile_z18_x183137_y104723_jpg.rf.a72785cca87eb47b3df6466931252b4c.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183248_103861_png.rf.02e2c2658bf831a24270b1c53f3d1e86.jpg,data/processed\masks\dataset1_train_z18_183248_103861_png.rf.02e2c2658bf831a24270b1c53f3d1e86.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x182374_y107036_png.rf.171197a58e89fcd79ca7d6b2cf775d85.jpg,data/processed\masks\dataset1_train_z18_x182374_y107036_png.rf.171197a58e89fcd79ca7d6b2cf775d85.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x182337_y106933_png.rf.661089578a1bfaee12c4cd0a500ca316.jpg,data/processed\masks\dataset1_train_z18_x182337_y106933_png.rf.661089578a1bfaee12c4cd0a500ca316.png,0,dataset1,train,high
data/raw\dataset1\train\z18_x182342_y106968_png.rf.cd6511fb62d66a3873a8edfc70fc64d2.jpg,data/processed\masks\dataset1_train_z18_x182342_y106968_png.rf.cd6511fb62d66a3873a8edfc70fc64d2.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x182358_y106957_png.rf.35f6b2e1c180b0358fc0c376b51a64e0.jpg,data/processed\masks\dataset1_train_z18_x182358_y106957_png.rf.35f6b2e1c180b0358fc0c376b51a64e0.png,0,dataset1,train,high
data/raw\dataset1\train\z18_x184301_y103558_png.rf.b6ded5abc8d5bc26c5b418a9741451f7.jpg,data/processed\masks\dataset1_train_z18_x184301_y103558_png.rf.b6ded5abc8d5bc26c5b418a9741451f7.png,0,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183216_y104714_jpg.rf.ac17bb8e3552e50c5b32622779c3132d.jpg,data/processed\masks\dataset1_train_tile_z18_x183216_y104714_jpg.rf.ac17bb8e3552e50c5b32622779c3132d.png,1,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183207_y104709_jpg.rf.b75604a7dd85f6eda1a040f2a34893a9.jpg,data/processed\masks\dataset1_train_tile_z18_x183207_y104709_jpg.rf.b75604a7dd85f6eda1a040f2a34893a9.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x182348_y107013_png.rf.5405dd1dc57015a1de8a5c032b78e888.jpg,data/processed\masks\dataset1_train_z18_x182348_y107013_png.rf.5405dd1dc57015a1de8a5c032b78e888.png,0,dataset1,train,high
data/raw\dataset1\train\z18_183190_104908_png.rf.4c069d60d653cc24b90024fa4ae0548a.jpg,data/processed\masks\dataset1_train_z18_183190_104908_png.rf.4c069d60d653cc24b90024fa4ae0548a.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183504_104672_png.rf.412be5dac529871721cbae83dfdcc397.jpg,data/processed\masks\dataset1_train_z18_183504_104672_png.rf.412be5dac529871721cbae83dfdcc397.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x182338_y106967_png.rf.998cc299dac931e08f5622653bfb8601.jpg,data/processed\masks\dataset1_train_z18_x182338_y106967_png.rf.998cc299dac931e08f5622653bfb8601.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x183071_y104725_png.rf.45cb6b5f989116e2a79b1ab0d7d25fc4.jpg,data/processed\masks\dataset1_train_z18_x183071_y104725_png.rf.45cb6b5f989116e2a79b1ab0d7d25fc4.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183193_104915_png.rf.ed04357913f2f5bcee9f6b872c40fa9e.jpg,data/processed\masks\dataset1_train_z18_183193_104915_png.rf.ed04357913f2f5bcee9f6b872c40fa9e.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183264_103846_png.rf.c59b74b700e1dcb9cb44e8d184e43542.jpg,data/processed\masks\dataset1_train_z18_183264_103846_png.rf.c59b74b700e1dcb9cb44e8d184e43542.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x182338_y106929_png.rf.c79677eefe716d5ead7ebf06bf72b9a9.jpg,data/processed\masks\dataset1_train_z18_x182338_y106929_png.rf.c79677eefe716d5ead7ebf06bf72b9a9.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x182379_y106967_png.rf.a9494e3d4a394d6a90e24409e196a844.jpg,data/processed\masks\dataset1_train_z18_x182379_y106967_png.rf.a9494e3d4a394d6a90e24409e196a844.png,0,dataset1,train,high
data/raw\dataset1\train\z18_x182367_y106925_png.rf.7075d9c4cd81f59f8256a1625528c268.jpg,data/processed\masks\dataset1_train_z18_x182367_y106925_png.rf.7075d9c4cd81f59f8256a1625528c268.png,0,dataset1,train,high
data/raw\dataset1\train\z18_184429_104322_png.rf.e3c84e3bb1a1b45c9f6f7c39f9d213fa.jpg,data/processed\masks\dataset1_train_z18_184429_104322_png.rf.e3c84e3bb1a1b45c9f6f7c39f9d213fa.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x183073_y104729_png.rf.af55c69672d2a2e2673dc139ccbc50e2.jpg,data/processed\masks\dataset1_train_z18_x183073_y104729_png.rf.af55c69672d2a2e2673dc139ccbc50e2.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183507_104671_png.rf.0c9ded9363bce761a2c0e068a290320a.jpg,data/processed\masks\dataset1_train_z18_183507_104671_png.rf.0c9ded9363bce761a2c0e068a290320a.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x184303_y103572_png.rf.351b107764d964a875cd474afe5291db.jpg,data/processed\masks\dataset1_train_z18_x184303_y103572_png.rf.351b107764d964a875cd474afe5291db.png,0,dataset1,train,high
data/raw\dataset1\train\z18_x182336_y106962_png.rf.8989f2c0f934d43ccc60b9d120f6b582.jpg,data/processed\masks\dataset1_train_z18_x182336_y106962_png.rf.8989f2c0f934d43ccc60b9d120f6b582.png,0,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183137_y104727_jpg.rf.1e6fb4b0730919e64f11bb5de2339b1f.jpg,data/processed\masks\dataset1_train_tile_z18_x183137_y104727_jpg.rf.1e6fb4b0730919e64f11bb5de2339b1f.png,1,dataset1,train,high
data/raw\dataset1\train\z18_x182391_y106948_png.rf.3e4f20b57cd95e4276922a19fb47c38e.jpg,data/processed\masks\dataset1_train_z18_x182391_y106948_png.rf.3e4f20b57cd95e4276922a19fb47c38e.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183495_104659_png.rf.7ec85a504f21c425c3e8c7de95b80479.jpg,data/processed\masks\dataset1_train_z18_183495_104659_png.rf.7ec85a504f21c425c3e8c7de95b80479.png,1,dataset1,train,high
data/raw\dataset1\train\tile_z18_x183194_y104698_jpg.rf.46890089f9274484a8ab616baca4d171.jpg,data/processed\masks\dataset1_train_tile_z18_x183194_y104698_jpg.rf.46890089f9274484a8ab616baca4d171.png,1,dataset1,train,high
data/raw\dataset1\train\z18_183509_104624_png.rf.7ecb25828ba952cebbd195cf6ec603da.jpg,data/processed\masks\dataset1_train_z18_183509_104624_png.rf.7ecb25828ba952cebbd195cf6ec603da.png,1,dataset1,train,high
